[header]
width=15
height=15
tilewidth=21
tileheight=21
orientation=orthogonal

[tilesets]
tileset=spritesheet.png,21,21,0,0

[layer]
type=Tile Layer 1
data=
379,0,0,0,0,0,0,0,0,0,0,0,0,0,379,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,
408,0,378,0,0,0,0,0,0,0,0,0,378,0,408,
408,0,408,0,0,0,0,0,0,0,0,0,408,0,408,
408,0,408,0,378,0,0,0,0,0,378,0,408,0,408,
408,0,408,0,408,0,317,0,318,0,408,0,408,0,408,
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124

